серия	['series', 'episode', '2015', 'Affairs', 'LA']
спрятать	['hide', 'stash', 'hidden', 'hiding', 'safe']
разум	['minds', 'judgment', 'intelligence', 'clear', 'control']
звонок	['doorbell', 'bell', 'anonymous', 'trace', 'ring']
Екатерина	['Catherine', 'Katherine', 'Yekaterina', 'Saint', 'Ivanovna']
отец	['Father', 'Dad', 'His', 'died', 'dad']
представитель	['representative', 'rep', 'spokesman', 'spokesperson', 'Representative']
приехать	['visit', 'coming', 'Can', 'couldn', 'asked']
стремление	['pursuit', 'longing', 'ambition', 'urge', 'commitment']
купаться	['swimming', 'swim', 'bathe', 'bath', 'lake']
приходить	['visit', 'shouldn', 'coming', 'house', 'keep']
валериана	['sire', 'extraordinary', 'Scott', 'Dr', ':']
бросить	['abandon', 'dump', 'quit', 'drop', 'throw']
право	['silent', 'entitled', 'remain', 'rights', 'attorney']
студент	['student', 'Student', 'exchange', 'former', 'students']
роман	['affair', 'novel', 'romance', 'writing', 'relationship']
ударить	['punch', 'strike', 'stab', 'kick', 'beat']
писать	['pee', 'writing', 'write', 'book', 'started']
подорожал	['expensive', 'gas', 'prices', 'Customers', 'guinea']
лечить	['treat', 'treating', 'heal', 'cure', 'treated']
пропасть	['abyss', 'chasm', 'cliff', 'gap', 'disappear']
вирус	['virus', 'viral', 'spread', 'release', 'computer']
рыба	['fish', 'Fish', 'sea', 'dead', 'water']
умереть	['die', 'dying', 'died', 'death', 'dead']
углубляться	['bogged', 'deeper', 'technical', 'dig', 'further']
сломаться	['Break', 'bend', 'crack', 'break', 'breaking']
толкать	['push', 'pushing', 'shoving', 'pushed', 'weight']
выбирать	['choose', 'picking', 'pick', 'choice', 'own']
лекция	['lecture', 'enjoyed', 'speaking', 'class', 'Professor']
разжигать	['fires', 'foment', 'stove', 'ignite', 'hatred']
рабочий	['worker', 'part-time', 'full-time', 'desk', 'hours']
раздуть	['stir', 'muse', 'fan', 'pad', 'flame']
включать	['include', 'switch', 'turning', 'TV', 'lights']
судья	['judge', 'Judge', 'presiding', 'magistrate', 'Justice']
посадить	['plant', 'lock', 'land', 'plane', 'jail']
город	['city', 'town', 'leave', 'whole', 'down']
мужик	['dude', 'Thanks', 'fuck', 'fucking', 'big']
победитель	['winner', 'victor', 'champion', 'Winner', 'loser']
ткань	['tissue', 'fabric', 'cloth', 'scar', 'material']
кровь	['Blood', 'bleed', 'bleeding', 'blood', 'hands']
работа	['working', 'Great', 'Nice', 'done', 'new']
вражда	['feud', 'animosity', 'enmity', 'hostility', 'feuds']
закон	['law', 'Law', 'laws', 'bill', 'breaking']
разжечь	['rekindle', 'ignite', 'spark', 'flame', 'lit']
вскипятить	['boil', 'kettle', 'pan', 'vessels', 'Brecht']
гений	['genius', 'Genius', 'mastermind', 'brilliant', 'criminal']
слава	['glory', 'fame', 'kingdom', 'Glory', 'forever']
свет	['light', 'lights', 'sunlight', 'Turn', 'red']
мотор	['engine', 'motor', 'action', 'Start', 'engines']
разрушать	['destroying', 'ruin', 'ruining', 'destroy', 'tear']
дом	['inside', 'house', 'place', 'home', 'My']
ребенок	['child', 'born', 'kid', 'baby', 'having']
налог	['tax', 'income', 'taxes', 'gains', 'levy']
ложь	['lie', 'lies', 'false', 'lying', 'Everything']
прибыль	['profit', 'profits', 'split', 'turn', 'making']
любить	['loving', 'forever', 'loved', '#', 'woman']
позиция	['position', 'stance', 'attitude', 'official', 'clear']
рынок	['market', 'marketplace', 'Market', 'markets', 'farmer']
оказать	['pressure', 'support', 'assistance', 'honor', 'Could']
загнать	['genie', 'trap', 'sell', 'drive', 'bottle']
клиент	['client', 'customer', 'regular', 'Our', 'wants']
стоить	['cost', 'costs', 'fortune', 'worth', 'dollars']
кризис	['crisis', 'recession', 'writer', 'mid-life', 'financial']
расцветать	['flourish', 'bloom', 'blossom', 'tornadoes', 'summertime']
дети	['babies', 'children', 'kids', 'wife', 'Do']
сделал	['Did', 'wrong', 'done', 'Who', 'everything']
скандал	['scandal', 'international', 'incident', 'scene', 'fight']
победить	['defeat', 'win', 'beat', 'cannot', 'fight']
поезд	['train', 'missed', 'miss', 'catch', 'station']
вылечить	['cure', 'heal', 'cured', 'treat', 'treated']
расти	['grow', 'growing', 'grows', 'rise', 'continue']
хотеть	['wanting', 'wish', 'wanna', 'dead', 'makes']
задыхаться	['choking', 'choke', 'suffocate', 'suffocating', 'gasping']
юбка	['skirt', 'petticoat', 'blouse', 'jacket', 'tight']
заработать	['earn', 'extra', 'cash', 'living', 'making']
фотограф	['photographer', 'photography', 'photograph', 'wedding', 'pictures']
цветок	['flower', 'bloom', 'plant', 'blossom', 'delicate']
течь	['leak', 'flow', 'leaking', 'sprung', 'Plug']
ветка	['branch', 'twig', 'spur', 'saratoga', 'Line']
взорвать	['blow', 'detonate', 'blowing', 'explode', 'blast']
выплатить	['compensation', 'mortgage', 'damages', 'debts', 'repay']
река	['river', 'River', 'flows', 'flowing', 'stream']
холодильник	['fridge', 'refrigerator', 'freezer', 'cooler', 'Put']
лицо	['face', 'Your', 'seen', 'saw', 'Look']
бедность	['poverty', 'Make', 'cheaper', 'Poverty', 'Eh']
покрытие	['coating', 'coverage', 'carpeting', 'fractional', 'carpet']
спешить	['hurry', 'rush', 'conclusions', 'hasty', 'slow']
отравлять	['poison', 'poisoning', 'poisoned', 'miserable', 'giving']
Алкоголизм	['alcoholism', 'Alcoholic', 'genetic', 'Dipsomania', 'intestinal']
кусать	['bite', 'biting', 'feeds', 'snakes', 'bites']
решать	['decide', 'solve', 'decision', 'whether', 'choice']
погружаться	['dive', 'immerse', 'diving', 'deeper', 'ability']
информация	['information', 'classified', 'info', 'intel', 'important']
проваливаться	['falling', 'puddles', 'Fix', 'pledges', 'woodwork']
кролик	['rabbit', 'bunny', 'Rabbit', 'Bunny', 'Easter']
боксер	['boxer', 'fighter', 'Boxer', 'slugger', 'prize-fighter']
скакать	['ride', 'bouncing', 'jumping', 'jump', 'riding']
учеба	['studies', 'studying', 'study', 'classes', 'learning']
сидеть	['sit', 'sitting', 'watch', 'wait', 'next']
особняк	['mansion', 'Mansion', 'brownstone', 'governor', 'estate']
хлеб	['bread', 'rye', 'Bread', 'loaf', 'butter']
оцепенеть	['groggy', 'galvanized', 'numb', 'destruction', 'reasonable']
логика	['logic', 'logical', 'dictates', 'simple', 'sense']
вытянуть	['stretch', 'draw', 'pull', 'able', 'information']
спрос	['demand', 'supply', 'market', 'price', 'hurt']
интерес	['interest', 'sudden', 'interesting', 'interested', 'lose']
завод	['factory', 'plant', 'refinery', 'distillery', 'mill']
решение	['solution', 'decide', 'choice', 'decided', 'decision']
умирать	['dying', 'die', 'death', 'dead', 'wanna']
поднимать	['lifting', 'lift', 'fuss', 'raise', 'pick']
собака	['dog', 'Dog', 'dogs', 'A', 'There']
производство	['production', 'manufacturing', 'manufacture', 'produce', 'industry']
смыть	['wash', 'flush', 'rinse', 'sins', 'toilet']
переживать	['relive', 'worrying', 'worried', 'worry', 'shouldn']
планета	['planet', 'Pluto', 'Planet', 'solar', 'destroyed']
увидеть	['seeing', 'seen', 'wanna', 'face', 'Can']
взяточничество	['bribery', 'corruption', 'bribes', 'extortion', 'judicial']
выкарабкаться	['claw', 'climb', 'pull', 'strong', 'himself']
грабить	['rob', 'robbing', 'pillage', 'banks', 'robbery']
обнаружить	['detect', 'locate', 'discover', 'finding', 'able']
приготовить	['prepare', 'cook', 'cooking', 'meal', 'eggs']
полицейский	['cop', 'policeman', 'PC', 'copper', 'Police']
мышление	['reasoning', 'mentality', 'logical', 'rational', 'creative']
падать	['falling', 'dropping', 'fall', 'drop', 'start']
земля	['land', 'Land', 'soil', 'earth', 'ground']
красить	['paint', 'painting', 'dye', 'nails', 'fence']
машина	['vehicle', 'machine', 'truck', 'hit', 'car']
борода	['beard', 'Bluebeard', 'Beard', 'beards', 'gray']
контракт	['contract', 'signed', 'contracts', 'sign', 'record']
компания	['company', 'Company', 'insurance', 'called', 'Your']
одевать	['clothe', 'dressing', 'feed', 'wear', 'shoes']
играть	['games', 'playing', 'play', 'game', 'let']
портрет	['portrait', 'sketch', 'painted', 'profile', 'painting']
состав	['composition', 'lineup', 'compound', 'chemical', 'personnel']
зарыть	['bury', 'hatchet', 'burying', 'sand', 'fill']
квартплата	['rent', 'overdue', 'landlord', '3000', 'unsettled']
разбудить	['wake', 'woken', 'awaken', 'waking', 'sleep']
лететь	['fly', 'flying', 'flight', 'plane', 'long']
уходить	['leaving', 'walk', 'move', 'leave', 'Come']
вливать	['saline', 'pour', 'volume', 'booze', 'flowers-']
падение	['fall', 'downfall', 'falling', 'crash', 'drop']
взрослеть	['grow', 'growing', 'Grow', 'hurry', 'older']
народ	['folks', 'nation', 'American', 'everybody', 'everyone']
школьник	['schoolboy', 'student', 'junior', 'crush', '#']
продавать	['sell', 'selling', 'sold', 'drugs', 'buy']
экономика	['economy', 'economics', 'economic', 'collapse', 'market']
больной	['sick', 'ill', 'insane', 'bastard', 'patient']
фирма	['firm', 'private', 'law', 'security', 'company']
зарплата	['salary', 'paycheck', 'wage', 'wages', 'minimum']
голос	['voice', 'vote', 'sounded', 'sound', 'head']
хоккей	['hockey', 'Hockey', 'ice', 'field', 'tickets']
зрелище	['sight', 'spectacle', 'pathetic', 'Pathetic', 'spectacular']
тонуть	['drown', 'drowning', 'sink', 'sinking', 'swim']
ипотека	['mortgage', 'escrow', 'mortgages', 'Marriage', 'payment']
роскошь	['luxury', 'luxuries', 'Time', 'longer', 'able']
вылетать	['fly', 'helicopter', 'pilots', 'Hm', 'Order']
тормозить	['brake', 'slow', 'brakes', 'braking', 'slowing']
болеть	['rooting', 'cheer', 'root', 'sore', 'ache']
давить	['pressure', 'pushing', 'push', 'press', 'Stop']
суп	['soup', 'Soup', 'noodle', 'tomato', 'chicken']
трава	['grass', 'weed', 'herb', 'greener', 'pot']
Робертсон	['Robertson', 'Hayes', 'Chloe', 'Carole', 'Lawrence']
страх	['fear', 'fears', 'terror', 'scared', 'afraid']
завоевать	['conquer', 'gain', 'earn', 'confidence', 'win']
ученый	['scientist', 'scholar', 'brilliant', 'science', 'learned']
сварить	['boil', 'boiling', 'brew', 'weld', 'poach']
телефон	['telephone', 'cell', 'ringing', 'phone', 'number']
миллион	['million-dollar', 'millions', '1', 'million', 'times']
открыть	['opening', 'opened', 'doors', 'fire', 'open']
еда	['food', 'Food', 'meal', 'Chinese', 'eating']
самолет	['plane', 'jet', 'airplane', 'aircraft', 'flight']
нищета	['poverty', 'misery', 'hunger', 'Misery', 'Poverty']
видеть	['seeing', 'seen', 'face', 'wanna', 'Nice']
мальчишка	['brat', 'naughty', 'boy', 'kid', 'young']
разъедать	['acid', 'organs', 'canker', 'corrode', 'trickle']
печатать	['print', 'typing', 'type', 'printing', 'publish']
образование	['education', 'educated', 'degree', 'mass', 'medical']
оживить	['revive', 'liven', 'spice', 'relive', 'alive']
затопить	['flood', 'sink', 'flooded', 'dam', 'scuttle']
недовольство	['discontent', 'displeasure', 'grudge', 'dissatisfaction', 'frustration']
отнимать	['waste', 'taking', 'lives', 'wanna', 'wouldn']
открывать	['opening', 'opened', 'doors', 'fire', 'open']
угроза	['threat', 'menace', 'threatening', 'risk', 'danger']
пират	['pirate', 'Pirate', 'pirates', 'treasure', 'Once']
пенсионер	['retired', 'senior', 'retiree', 'citizen', 'retard']
администрация	['administration', 'Administration', 'management', 'current', 'security']
металл	['metal', 'Metal', 'metals', 'steel', 'iron']
бедняк	['poor', 'beggar', 'Rich', 'Poor', 'peasant']
возможность	['opportunity', 'possibility', 'able', 'chance', 'let']
топить	['drown', 'drowning', 'sorrows', 'stoves', 'sink']
девочка	['poor', 'child', 'kid', 'baby', 'girl']
вода	['water', 'Water', 'cold', 'hot', 'running']
власть	['authority', 'power', 'government', 'control', 'money']
кипеть	['boil', 'boiling', 'simmer', 'brisk', 'tar']
задатки	['makings', 'greatness', 'deposits', 'raw', 'leadership']
масса	['mass', 'tons', 'weight', 'lots', 'plenty']
добывать	['mining', 'fend', 'extract', 'produce', 'oil']
врач	['doctor', 'physician', 'medic', 'attending', 'therapist']
сенатор	['Senator', 'senator', 'United', 'States', 'Grant']
убивать	['killing', 'murder', 'reason', 'kill', 'killed']
корова	['cow', 'kettle', 'cows', 'Holy', 'pot']
срезать	['shortcut', 'corners', 'cut', 'cutting', 'skin']
корабль	['ship', 'spaceship', 'vessel', 'boat', 'A']
существование	['existence', 'cease', 'exists', 'exist', 'living']
читать	['lecture', 'reading', 'read', 'learn', 'books']
есть	['eat', 'Do', 'There', 'still', 'any']
цена	['price', 'value', 'cost', 'fair', 'high']
кино	['movies', 'cinema', 'movie', 'pictures', 'film']
штрафовать	['penalize', 'fines', 'panicky', 'Pirate', 'fined']
выжимать	['squeeze', 'clutch', 'lemons', 'squeezing', 'oppress']
растаять	['melt', 'Thaw', 'dew', 'dissolve', 'melting']
кошка	['cat', 'Cat', 'cats', 'wild', 'dogs']
выкачивать	['pump', 'siphoning', 'siphon', 'loaf', 'pumping']
растворить	['dissolve', 'melt', 'dissolved', 'clot', 'glue']
ветер	['wind', 'winds', 'breeze', 'Wind', 'blowing']
государство	['state', 'State', 'nation', 'itself', 'government']
время	['during', 'lately', 'whole', 'long', 'while']
мясо	['meat', 'roast', 'jerky', 'meats', 'beef']
мыть	['wash', 'dishes', 'washing', 'scrub', 'floors']
житель	['resident', 'Yorker', 'citizen', 'inhabitant', 'native']
повиснуть	['hang', 'noose', 'RELAX', 'incorporating', 'HANG']
класс	['class', 'classroom', 'grade', 'Class', 'middle']
вытащить	['pull', 'gotta', 'Can', 'getting', 'try']
лицензия	['license', 'licensed', 'licence', 'liquor', 'licenses']
купить	['buying', 'buy', 'bought', 'Can', 'car']
строительство	['construction', 'development', 'permits', 'project', 'build']
выходить	['marry', 'outside', 'stay', 'room', 'married']
пиво	['beer', 'beers', 'Beer', 'cold', 'drinking']
рожать	['labor', 'birth', 'deliver', 'due', 'bear']
страна	['country', 'nation', 'land', 'America', 'free']
мужчина	['male', 'white', 'men', 'real', ':']
поливать	['watering', 'plants', 'watered', 'lawn', 'trash']
бизнес	['business', 'Business', 'businesses', 'run', 'family']
мрак	['darkness', 'gloom', 'doom', 'shadows', 'dark']
чай	['tea', 'iced', 'Tea', 'tip', 'green']
опубликовать	['publish', 'publishing', 'published', 'post', 'release']
добыча	['prey', 'ducks', 'booty', 'spoils', 'pickings']
иметь	['deal', 'able', 'having', 'business', 'nice']
банк	['bank', 'rob', 'Bank', 'robbing', 'robbed']
изображение	['image', 'visual', 'images', 'satellite', 'screen']
перевернуть	['flip', 'pledged', 'vow', 'revolution', 'page']
повар	['cook', 'chef', 'Cook', 'Chef', 'cooking']
влияние	['influence', 'impact', 'effects', 'effect', 'power']
ввергать	['lulling', 'unconsciousness', 'grief', 'dream', 'save']
строить	['build', 'built', 'building', 'play', 'making']
актриса	['actress', 'Actress', 'actor', 'artist', 'famous']
стоять	['standing', 'stand', 'front', 'behind', 'watch']
структура	['structure', 'molecular', 'texture', 'cellular', 'structures']
бюджет	['budget', 'budgets', 'cuts', 'cut', 'million']
арестовать	['arrest', 'arresting', 'bust', 'arrested', 'under']
погрузиться	['dive', 'immerse', 'depths', 'deep', 'water']
распространяться	['spread', 'spreading', 'virus', 'news', 'until']
покупать	['buying', 'shopping', 'buy', 'bought', 'car']
соль	['salt', 'salts', 'fa', 'pepper', 'mi']
заключать	['deals', 'negotiate', 'peace', 'contract', 'making']
либерализм	['liberalism', 'liberal', 'abominations', 'turmoil', 'Beloved']
Россия	['Russia', 'China', 'Russians', 'countries', 'Russian']
пожать	['shake', 'shrug', 'handshake', 'shaking', 'wanna']
доказать	['prove', 'point', 'To', 'show', 'wrong']
написать	['text', 'write', 'written', 'writing', 'letter']
поселить	['guests', 'somewhere', 'move', 'apartment', 'live']
пуля	['bullet', 'slug', 'wound', 'fired', 'hit']
правитель	['ruler', 'governor', 'Governor', 'leader', 'kingdom']
враг	['enemy', 'foe', 'common', 'greatest', 'enemies']
билет	['ticket', 'lottery', 'one-way', 'golden', 'booked']
женщина	['female', 'lady', 'women', 'young', 'beautiful']
книга	['book', 'Book', 'favorite', 'open', 'read']
учить	['teach', 'teaching', 'study', 'learn', 'job']
карман	['pocket', 'pockets', 'slipped', 'jacket', 'reach']
бумажник	['wallet', 'pocket', 'stolen', 'His', 'forgot']
облегчать	['easier', 'easy', 'relieve', 'sought', 'skill']
стирать	['laundry', 'wash', 'washing', 'erase', 'socks']
потопить	['sink', 'battleship', 'carrier', 'sunk', 'drown']
танцевать	['dance', 'dancing', 'sing', '#', 'wanna']
отдых	['vacation', 'holiday', 'rest', 'deserve', 'break']
обида	['resentment', 'grudge', 'insult', 'bitterness', 'grievance']
профессор	['Professor', 'professor', 'University', 'Good', 'Thank']
толпа	['crowd', 'mob', 'Crowd', 'crowds', 'crowded']
долг	['duty', 'debt', 'repay', 'loan', 'owe']
директор	['Director', 'director', 'CEO', 'Principal', 'principal']
штаны	['pants', 'trousers', 'wet', 'pull', 'Take']
лиса	['fox', 'henhouse', 'rabbit', 'sly', 'Fox']
идти	['walk', 'ready', 'move', 'leave', 'gotta']
внимание	['attention', 'draw', 'focus', 'notice', 'pay']
черепаха	['turtle', 'tortoise', 'Turtle', 'turtles', 'Achilles']
обязательство	['commitment', 'obligation', 'promissory', 'pledge', 'moral']
фантазия	['fantasy', 'imagination', 'fancy', 'reality', 'sexual']
плавать	['swim', 'swimming', 'float', 'sail', 'pool']
рухнуть	['collapse', 'crumble', 'fail', 'fall', 'apart']
пустота	['emptiness', 'void', 'empty', 'blank', 'Form']
переизбыток	['surplus', 'overload', 'excess', 'enzyme', 'cortex']
копать	['digging', 'dig', 'deeper', 'Start', 'hole']
армия	['army', 'Army', 'armies', 'military', 'its']
Олег	['Oleg', 'Ivanovich', 'heh', 'Sophie', 'oh']
политика	['politics', 'policy', 'politician', 'Politics', 'policies']
мяч	['ball', 'basketball', 'baseball', 'football', 'throw']
письмо	['letter', 'e-mail', 'mail', 'note', 'writing']
взвесить	['weigh', 'pros', 'cons', 'weighed', 'atoms']
колледж	['college', 'College', 'high', 'year', 'through']
голова	['dizzy', 'explode', 'headache', 'His', 'head']
заниматься	['study', 'sex', 'having', 'business', 'wanted']
грызть	['chew', 'nails', 'biting', 'gnaw', 'nibbling']
популярность	['popularity', 'popular', 'fame', 'catch', 'become']
клад	['treasure', 'buried', 'bundle', 'Buried', 'trove']
обходить	['bending', 'avoid', 'past', 'walk', 'law']
наступать	['stepping', 'toes', 'advance', 'tread', 'step']
плакать	['cry', 'crying', 'weep', 'tears', 'laugh']
газета	['newspaper', 'paper', 'Times', 'local', 'New']
застрять	['stuck', 'traffic', 'trapped', 'stick', 'somewhere']
человек	['human', 'men', 'young', 'person', 'kind']
авиакомпания	['airline', 'flights', 'delay', 'Air', 'fly']
пирог	['pie', 'cake', 'apple', 'bake', 'cobbler']
душить	['strangle', 'choke', 'choking', 'strangling', 'smother']
надежда	['hope', 'Our', 'chance', 'best', 'always']
пьянство	['drinking', 'disorderly', 'drunkenness', 'drunk', 'intoxication']
свинья	['pig', 'swine', 'Pig', 'hog', 'sweating']
собственник	['possessive', 'proprietor', 'sole', 'ownership', 'Bunchuk']
думать	['starting', 'makes', 'thinking', 'stop', 'start']
почтальон	['mailman', 'postman', 'Postman', 'postal', 'mail']
артист	['artist', 'performer', 'entertainer', 'artists', 'artiste']
вздрогнуть	['eau', 'jolting', 'Arno', 'squeamish', 'flinch']
пациент	['patient', 'Patient', 'patients', 'case', 'doctor']
океан	['ocean', 'Ocean', 'Pacific', 'oceans', 'Atlantic']
задача	['task', 'priority', 'challenge', 'goal', 'mission']
оплачивать	['insurance', 'rent', 'paying', 'afford', 'medical']
перечеркнуть	['Oondolences', 'Elementary', 'foil', 'relief', 'throw']
окно	['window', 'windows', 'threw', 'throw', 'broke']
вселить	['inspire', 'instill', 'INSPIRE', 'FRENZY', 'REST']
звонить	['ringing', 'ring', 'calls', 'calling', 'shouldn']
вынуть	['remove', 'bullet', 'box', 'pull', 'open']
обстановка	['environment', 'decor', 'tense', 'heated', 'setting']
костер	['bonfire', 'campfire', 'pyre', 'fire', 'stake']
захватить	['capture', 'seize', 'grab', 'pick', 'control']
варить	['boil', 'boiling', 'simmer', 'cook', 'boiled']
положение	['status', 'position', 'awkward', 'emergency', 'putting']
молоко	['milk', 'Milk', 'soy', 'cow', 'chocolate']
съесть	['eat', 'eaten', 'cake', 'eating', 'food']
принять	['accept', 'bath', 'shower', 'ready', 'must']
дерево	['tree', 'wood', 'climb', 'cut', 'hit']
результат	['result', 'outcome', 'results', 'negative', 'score']
дорога	['road', 'riddance', 'railroad', 'Road', 'path']
пить	['thirsty', 'drinking', 'drink', 'shouldn', 'wine']
неравенство	['inequality', 'unequal', 'economic', 'famine', 'quote']
промышленность	['industry', 'industries', 'Industry', 'manufacturing', 'industrial']
мир	['peace', 'change', 'save', 'world', 'place']
задолженность	['debt', 'taxes', 'arrears', 'outstanding', 'payable']
учиться	['study', 'studying', 'learning', 'learn', 'college']
грозить	['threaten', 'threatening', 'facing', 'serious', 'jail']
алкоголик	['alcoholic', 'recovering', 'drinker', 'drunkard', 'addict']
вылезать	['climb', 'point', 'wanna', 'window', 'morning']
расшатать	['undermine', 'loose', 'Reference', 'Reputations', 'Française']
найти	['finding', 'couldn', 'found', 'place', 'someone']
разваливаться	['crumble', 'unravel', 'falling', 'loose', 'fall']
бактерия	['bacteria', 'germ', 'transmitted', 'bug', 'virus']
скульптура	['sculpture', 'statue', 'sculptures', 'abstract', 'idol']
инициатива	['initiative', 'initiated', 'war', 'To', 'coming']
придти	['tomorrow', 'tonight', 'coming', 'asked', 'couldn']
безработица	['unemployment', 'Unemployment', 'deficit', 'famine', 'chronic']
морковка	['carrot', 'carrots', 'Carrot', 'Carrots', 'strained']
девушка	['girlfriend', 'lady', 'young', 'beautiful', 'nice']
турист	['tourist', 'camper', 'hiker', 'Outdoor', 'tourists']
жизнь	['living', 'lives', 'live', 'saved', 'save']
смотреть	['TV', 'watching', 'eye', 'watch', 'stand']
работать	['started', 'working', 'job', 'keep', 'work']
вальс	['waltz', 'Waltz', 'waltzing', '¤', 'Chopsticks']
фермер	['farmer', 'Farmer', 'rancher', 'farm', 'local']
грабит	['robbing', 'robs', 'looting', 'ripping', 'steals']
доход	['income', 'revenue', 'annual', 'profits', 'profit']
Египет	['Egypt', 'Ancient', 'Nile', 'Greece', 'Egyptian']
тыква	['pumpkin', 'Pumpkin', 'squash', 'gourd', 'pumpkins']
заметить	['noticing', 'notice', 'noticed', 'spot', 'miss']
керосин	['kerosene', 'paraffin', 'oil', 'gasoline', 'lantern']
взгляд	['gaze', 'glance', 'opinion', 'view', 'eye']
заметка	['note', 'notation', 'article', 'memo', 'item']
общество	['society', 'Society', 'community', 'public', 'secret']
труд	['labor', 'labour', 'slave', 'hard', 'pay']
будущее	['future', 'bright', 'To', 'change', 'past']
руководитель	['supervisor', 'advisor', 'executive', 'manager', 'campaign']
преподаватель	['teacher', 'professor', 'lecturer', 'tutor', 'educator']
волнение	['excitement', 'thrill', 'emotion', 'anxiety', 'excited']
бизнесмен	['businessman', 'legitimate', 'respected', 'successful', 'local']
девчонка	['gal', 'Girl', 'chick', 'girlfriend', 'stupid']
решить	['decide', 'solve', 'fix', 'whether', 'figure']
деньги	['cash', 'pay', 'Where', 'money', 'give']
вырастить	['raise', 'grow', 'raising', 'raised', 'bring']
судить	['judge', 'judged', 'judging', 'judgment', 'trial']
коррупция	['corruption', 'corrupt', 'Corruption', 'abuse', 'Africa']
получать	['receive', 'paid', 'enjoy', 'fun', 'getting']
сесть	['seat', 'sit', 'drive', 'train', 'bus']
лопнуть	['burst', 'explode', 'balloon', 'rupture', 'bubble']
рука	['right-hand', 'arm', 'broken', 'hands', 'His']
приплыть	['float', 'ferry', 'cruise', 'swim', 'sail']
план	['plan', 'B', 'plans', 'new', 'Okay']
нефть	['oil', 'petroleum', 'Oil', 'prices', 'price']
понять	['realize', 'figure', 'clear', 'understand', 'hard']
Рузвельт	['Roosevelt', 'Eleanor', 'FDR', 'Teddy', 'Franklin']
кошелек	['wallet', 'purse', 'treat', 'pocket', 'steal']
объявить	['announce', 'declare', 'war', 'call', 'must']
